"DRS_ID","OwnerSuppliedName","Geographic Scope","URN","HOLLIS","SEQUENCE","MAP"
43607192,"006848674_v002_0090","Bay of Biscay","urn-3:FHCL:8822303","006848674",231,
43607193,"006848674_v002_0091","Brest and Vicinity","urn-3:FHCL:8822304","006848674",232,
43607194,"006848674_v002_0092","Concarneau and Vicinity","urn-3:FHCL:8822305","006848674",233,
43607197,"006848674_v002_0095","Quiberon Bay and Bay of Biscay","urn-3:FHCL:8822308","006848674",236,
43607198,"006848674_v002_0096","Saint-Nazaire and Vicinity","urn-3:FHCL:8822309","006848674",237,
43607201,"006848674_v002_0099","La Rochelle and Vicinity","urn-3:FHCL:8822312","006848674",240,
43607204,"006848674_v002_0102","Garonne River and Bay of Biscay","urn-3:FHCL:8822315","006848674",243,
43607205,"006848674_v002_0103","Southeastern Bay of Biscay","urn-3:FHCL:8822316","006848674",244,
43607210,"006848674_v002_0108","Santander and Vicinity","urn-3:FHCL:8822321","006848674",249,
43607213,"006848674_v002_0111","Southwestern Bay of Biscay","urn-3:FHCL:8822324","006848674",252,
43607216,"006848674_v002_0114","Vigo and Vicinity","urn-3:FHCL:8822327","006848674",255,
43607221,"006848674_v002_0119","Aveiro and Vicinity","urn-3:FHCL:8822332","006848674",260,
43607224,"006848674_v002_0122","Lisbon and Southern Portugal","urn-3:FHCL:8822335","006848674",263,
43607227,"006848674_v002_0125","Faro and Vicinity","urn-3:FHCL:8822338","006848674",266,
43607228,"006848674_v002_0126","Strait of Gibraltar","urn-3:FHCL:8822339","006848674",267,
43607231,"006848674_v002_0129","Northwest Africa and Southwest Europe","urn-3:FHCL:8822342","006848674",270,
43374234,"006695225_0015","World",,"006695225",15,
43374234,"006695225_0015_MAPA","Western Hemisphere","urn-3:FHCL:8654617","006695225",15,"MAPA"
43374234,"006695225_0015_MAPB","Eastern Hemisphere","urn-3:FHCL:8654617","006695225",15,"MAPB"
43374241,"006695225_0022","Northern Hemisphere","urn-3:FHCL:8654624","006695225",22,
43374242,"006695225_0023","Southern Hemisphere","urn-3:FHCL:8654625","006695225",23,
43374247,"006695225_0028_MAPA","World","urn-3:FHCL:8654630","006695225",28,"MAPA"
43374247,"006695225_0028_MAPB","Far East and Australia","urn-3:FHCL:8654630","006695225",28,"MAPB"
43374247,"006695225_0028","World","urn-3:FHCL:8654630","006695225",28,
43374250,"006695225_0031","Europe (inset: Mediterranean)","urn-3:FHCL:8654633","006695225",31,
43374250,"006695225_0031_MAPA","Europe","urn-3:FHCL:8654633","006695225",31,"MAPA"
43374250,"006695225_0031_MAPB","Mediterranean Sea","urn-3:FHCL:8654633","006695225",31,"MAPB"
43374253,"006695225_0034","White Sea and Barents Sea","urn-3:FHCL:8654636","006695225",34,
43374256,"006695225_0037","Lapland","urn-3:FHCL:8654639","006695225",37,
43374259,"006695225_0040","North Sea","urn-3:FHCL:8654642","006695225",40,
43374262,"006695225_0043","Baltic Sea","urn-3:FHCL:8654645","006695225",43,
43374271,"006695225_0052","North Sea and Baltic Sea","urn-3:FHCL:8654654","006695225",52,
43374272,"006695225_0053","Denmark","urn-3:FHCL:8654655","006695225",53,
43374277,"006695225_0058","United Kingdom","urn-3:FHCL:8654660","006695225",58,
43374284,"006695225_0065","Shetland Islands","urn-3:FHCL:8654667","006695225",65,
43374287,"006695225_0068","Southeast England","urn-3:FHCL:8654670","006695225",68,
43374292,"006695225_0073","English Channel","urn-3:FHCL:8654675","006695225",73,
43374295,"006695225_0076","Bay of Biscay","urn-3:FHCL:8654678","006695225",76,
43374300,"006695225_0081","Portugal","urn-3:FHCL:8654683","006695225",81,
43374305,"006695225_0086","Western Mediterranean","urn-3:FHCL:8654688","006695225",86,
43374316,"006695225_0097","Eastern Mediterranean","urn-3:FHCL:8654699","006695225",97,
43374327,"006695225_0108","Black Sea","urn-3:FHCL:8654710","006695225",108,
43374334,"006695225_0115","Northwest Africa","urn-3:FHCL:8654717","006695225",115,
43374339,"006695225_0120","Gulf of Guinea","urn-3:FHCL:8654722","006695225",120,
43374344,"006695225_0125","Cape of Good Hope","urn-3:FHCL:8654727","006695225",125,
43374349,"006695225_0130","East Africa and Saudi Arabia","urn-3:FHCL:8654732","006695225",130,
43374358,"006695225_0139","Southeast Asia and Australasia","urn-3:FHCL:8654741","006695225",139,
43374376,"006695225_0157","Central and South America","urn-3:FHCL:8654759","006695225",157,
43374383,"006695225_0164","Tierra del Fuego and South America","urn-3:FHCL:8654766","006695225",164,
43374386,"006695225_0167","Eastern Coast of South America","urn-3:FHCL:8654769","006695225",167,
43374389,"006695225_0170","North Atlantic Ocean","urn-3:FHCL:8654772","006695225",170,
43374396,"006695225_0177","Caribbean Sea","urn-3:FHCL:8654779","006695225",177,
43374411,"006695225_0192","North Atlantic Ocean, Norweigan Sea, Northwest Passages","urn-3:FHCL:8654794","006695225",192,
36673362,"001644159_0061","Netherlands","urn-3:FHCL:5347155","001644159",61,
36673369,"001644159_0068","Netherlands","urn-3:FHCL:5347162","001644159",68,
36673372,"001644159_0071","Western Holland","urn-3:FHCL:5347165","001644159",71,
36673389,"001644159_0088","Northwestern France and English Channel","urn-3:FHCL:5347182","001644159",88,
36673396,"001644159_0095","Bretagne, Guernsey, and Jersey","urn-3:FHCL:5347189","001644159",95,
36673407,"001644159_0106","Western France and Northern Bay of Biscay","urn-3:FHCL:5347200","001644159",106,
36673414,"001644159_0113","Western France and Bay of Biscay","urn-3:FHCL:5347207","001644159",113,
36673421,"001644159_0120","Northern Spain and Bay of Biscay","urn-3:FHCL:5347214","001644159",120,
36673426,"001644159_0125","Galicia","urn-3:FHCL:5347219","001644159",125,
36673433,"001644159_0132","Galicia and Portugal","urn-3:FHCL:5347226","001644159",132,
36673440,"001644159_0139","Lisbon and Vicinity","urn-3:FHCL:5347233","001644159",139,
36673445,"001644159_0144","Strait of Gibraltar","urn-3:FHCL:5347238","001644159",144,
36673450,"001644159_0149","Western Coast of Morocco","urn-3:FHCL:5347243","001644159",149,
36673451,"001644159_0150","Southwestern Coast of Morocco","urn-3:FHCL:5347244","001644159",150,
36673456,"001644159_0155","Canary Islands","urn-3:FHCL:5347249","001644159",155,
36673457,"001644159_0156_MAPA","Madeira and Porto Santo","urn-3:FHCL:5347250","001644159",156,"MAPA"
36673457,"001644159_0156_MAPB","Angra and Azores","urn-3:FHCL:5347250","001644159",156,"MAPB"
36673457,"001644159_0156_MAPC","Ponta Delgada and St. Michael's","urn-3:FHCL:5347250","001644159",156,"MAPC"
36673466,"001644159_0165","Southeastern Ireland","urn-3:FHCL:5347259","001644159",165,
36673471,"001644159_0170","Bristol, Pembroke, and Vicinity","urn-3:FHCL:5347264","001644159",170,
36673476,"001644159_0175","Plymouth and English Channel","urn-3:FHCL:5347269","001644159",175,
36673487,"001644159_0186","English Channel","urn-3:FHCL:5347280","001644159",186,
36673498,"001644159_0197","Northern Netherlands","urn-3:FHCL:5347291","001644159",197,
36673515,"001644159_0214","Elbe River and Vicinity","urn-3:FHCL:5347308","001644159",214,
36673522,"001644159_0221","Western Denmark","urn-3:FHCL:5347315","001644159",221,
36673529,"001644159_0228","Eastern Denmark","urn-3:FHCL:5347322","001644159",228,
36673534,"001644159_0233","Denmark and Germany","urn-3:FHCL:5347327","001644159",233,
36673541,"001644159_0240","Northern Coast of Poland","urn-3:FHCL:5347334","001644159",240,
36673546,"001644159_0245","Gulf of Riga","urn-3:FHCL:5347339","001644159",245,
36673555,"001644159_0254","Gulf of Finland","urn-3:FHCL:5347348","001644159",254,
36673560,"001644159_0259","Southeastern Sweden","urn-3:FHCL:5347353","001644159",259,
36673567,"001644159_0266","Kattegat","urn-3:FHCL:5347360","001644159",266,
36673576,"001644159_0275","Skaggerak","urn-3:FHCL:5347369","001644159",275,
36673583,"001644159_0282","Southwestern Coast of Norway","urn-3:FHCL:5347376","001644159",282,
36673588,"001644159_0287","Western Coast of Norway","urn-3:FHCL:5347381","001644159",287,
36673593,"001644159_0292","Northern Norway","urn-3:FHCL:5347386","001644159",292,
36673598,"001644159_0297","Barents Sea","urn-3:FHCL:5347391","001644159",297,
36673601,"001644159_0300","Kola River","urn-3:FHCL:5347394","001644159",300,
36673606,"001644159_0305","White Sea","urn-3:FHCL:5347399","001644159",305,
36673611,"001644159_0310_MAPA","Shetland Islands","urn-3:FHCL:5347404","001644159",310,"MAPA"
36673611,"001644159_0310_MAPB","Faroe Islands","urn-3:FHCL:5347404","001644159",310,"MAPB"
36673616,"001644159_0315","Hebrides","urn-3:FHCL:5347409","001644159",315,
36673619,"001644159_0318","Eastern Coast of Scotland","urn-3:FHCL:5347412","001644159",318,
36673624,"001644159_0323","Eastern Coast of England","urn-3:FHCL:5347417","001644159",323,
36673629,"001644159_0328","Southeastern Coast of England","urn-3:FHCL:5347422","001644159",328,
41345610,"004937192_0006","North Sea","urn-3:FHCL:6750176","004937192",6,
41345613,"004937192_0009","Netherlands","urn-3:FHCL:6750179","004937192",9,
41345620,"004937192_0016","Norden, Germany and Vicinity","urn-3:FHCL:6750186","004937192",16,
41345627,"004937192_0023","Odense and Vicinity","urn-3:FHCL:6750193","004937192",23,
41345636,"004937192_0032","Southwestern Baltic Sea","urn-3:FHCL:6750202","004937192",32,
41345641,"004937192_0037","Kattegat","urn-3:FHCL:6750207","004937192",37,
41345648,"004937192_0044_MAPA","Southwestern Norway","urn-3:FHCL:6750214","004937192",44,"MAPA"
41345648,"004937192_0044_MAPB","Oslo and Vicinity","urn-3:FHCL:6750214","004937192",44,"MAPB"
41345653,"004937192_0049_MAPA","Norway, North of Bergen","urn-3:FHCL:6750219","004937192",49,"MAPA"
41345653,"004937192_0049_MAPB","Norway, South of Bergen","urn-3:FHCL:6750219","004937192",49,"MAPB"
41345658,"004937192_0054","Trondheim","urn-3:FHCL:6750224","004937192",54,
41345663,"004937192_0059","Southeast England","urn-3:FHCL:6750229","004937192",59,
41345670,"004937192_0066_MAPA","Hull and Vicinity","urn-3:FHCL:6750236","004937192",66,"MAPA"
41345670,"004937192_0066_MAPB","Ediburgh and Vicinity","urn-3:FHCL:6750236","004937192",66,"MAPB"
41345677,"004937192_0073_MAPA","Hebrides","urn-3:FHCL:6750243","004937192",73,"MAPA"
41345677,"004937192_0073_MAPB","Shetland Islands","urn-3:FHCL:6750243","004937192",73,"MAPB"
41345677,"004937192_0073_MAPC","Faroe Islands","urn-3:FHCL:6750243","004937192",73,"MAPC"
41345681,"004937192_0077","Northwest Coast of Norway","urn-3:FHCL:6750247","004937192",77,
41345682,"004937192_0078","Barents Sea and White Sea","urn-3:FHCL:6750248","004937192",78,
41345684,"004937192_0080","Norwegian Sea","urn-3:FHCL:6750250","004937192",80,
41345689,"004937192_0085_MAPA","Sor-Varanger and Vicinity","urn-3:FHCL:6750255","004937192",85,"MAPA"
41345689,"004937192_0085_MAPB","Murmansk and Vicinity","urn-3:FHCL:6750255","004937192",85,"MAPB"
41345696,"004937192_0092","White Sea","urn-3:FHCL:6750262","004937192",92,
41345702,"004937192_0098","Baltic Sea near Stockholm","urn-3:FHCL:6750268","004937192",98,
41345704,"004937192_0100","Baltic Sea near Malmo","urn-3:FHCL:6750270","004937192",100,
41345711,"004937192_0107","Baltic Sea near Gotland","urn-3:FHCL:6750277","004937192",107,
41345714,"004937192_0110","Gulf of Finland","urn-3:FHCL:6750280","004937192",110,
41345723,"004937192_0119","Gotland and Vicinity","urn-3:FHCL:6750289","004937192",119,
41345731,"004937192_0127","North Sea","urn-3:FHCL:6750297","004937192",127,
41345733,"004937192_0129_MAPA","Northwest Netherlands","urn-3:FHCL:6750299","004937192",129,"MAPA"
41345733,"004937192_0129_MAPB","Rotterdam and Vicinity","urn-3:FHCL:6750299","004937192",129,"MAPB"
41345742,"004937192_0138","Southwest Netherlands","urn-3:FHCL:6750308","004937192",138,
41345747,"004937192_0143","Calais and Vicinity","urn-3:FHCL:6750313","004937192",143,
41345753,"004937192_0149","United Kingdom and Northern France","urn-3:FHCL:6750319","004937192",149,
41345755,"004937192_0151_MAPA","Nortwestern France","urn-3:FHCL:6750321","004937192",151,"MAPA"
41345755,"004937192_0151_MAPB","English Channel","urn-3:FHCL:6750321","004937192",151,"MAPB"
41345762,"004937192_0158_MAPA","Southern Coast of England","urn-3:FHCL:6750328","004937192",158,"MAPA"
41345762,"004937192_0158_MAPB","Southampton and Vicinity","urn-3:FHCL:6750328","004937192",158,"MAPB"
41345769,"004937192_0165","Bristol Channel","urn-3:FHCL:6750335","004937192",165,
41345778,"004937192_0174_MAPA","St. George's Channel/Irish Sea","urn-3:FHCL:6750344","004937192",174,"MAPA"
41345778,"004937192_0174_MAPB","Irish Sea/Firth of Clyde","urn-3:FHCL:6750344","004937192",174,"MAPB"
41345787,"004937192_0183_MAPA","North Coast of Ireland","urn-3:FHCL:6750353","004937192",183,"MAPA"
41345787,"004937192_0183_MAPB","West Coast of Ireland","urn-3:FHCL:6750353","004937192",183,"MAPB"
41345792,"004937192_0188_MAPA","South Coast of Ireland","urn-3:FHCL:6750358","004937192",188,"MAPA"
41345792,"004937192_0188_MAPB","Southwest Coast of Ireland","urn-3:FHCL:6750358","004937192",188,"MAPB"
41345800,"004937192_0196","Portugal and Spain","urn-3:FHCL:6750366","004937192",196,
41345802,"004937192_0198_MAPA","Bay of Biscay","urn-3:FHCL:6750368","004937192",198,"MAPA"
41345802,"004937192_0198_MAPB","Brest and Vicinity","urn-3:FHCL:6750368","004937192",198,"MAPB"
41345813,"004937192_0209_MAPA","Bay of Biscay/Bayonne","urn-3:FHCL:6750379","004937192",209,"MAPA"
41345813,"004937192_0209_MAPB","Bay of Biscay/Santander","urn-3:FHCL:6750379","004937192",209,"MAPB"
41345813,"004937192_0209_MAPC","Bay of Biscay/Ribadeo","urn-3:FHCL:6750379","004937192",209,"MAPC"
41345820,"004937192_0216_MAPA","Bay of Biscay/Corunna","urn-3:FHCL:6750386","004937192",216,"MAPA"
41345820,"004937192_0216_MAPB","Portugal","urn-3:FHCL:6750386","004937192",216,"MAPB"
41345829,"004937192_0225_MAPA","Lisbon and Vicinity","urn-3:FHCL:6750395","004937192",225,"MAPA"
41345829,"004937192_0225_MAPB","Southwest Portugal","urn-3:FHCL:6750395","004937192",225,"MAPB"
41345829,"004937192_0225_MAPC","Southern Portugal/Southwest Spain","urn-3:FHCL:6750395","004937192",225,"MAPC"
41345834,"004937192_0230","Strait of Gibraltar","urn-3:FHCL:6750400","004937192",230,
41345839,"004937192_0235","North Atlantic Ocean","urn-3:FHCL:6750405","004937192",235,
41345840,"004937192_0236_MAPA","Western Morocco","urn-3:FHCL:6750406","004937192",236,"MAPA"
41345840,"004937192_0236_MAPB","Western Morocco/Essouiera","urn-3:FHCL:6750406","004937192",236,"MAPB"
41345847,"004937192_0243","Canary Islands","urn-3:FHCL:6750413","004937192",243,
44717623,"013319662_v1_0129","Portugal to Northern Africa","urn-3:FHCL:9695909","013319662",129,
44717644,"013319662_v1_0153","Philippines and Vicinity","urn-3:FHCL:9695930","013319662",153,
44717667,"013319662_v1_0179","Pacific Ocean","urn-3:FHCL:9695953","013319662",179,
44717670,"013319662_v1_0182","Eastern Coast of N. America","urn-3:FHCL:9695956","013319662",182,
44717673,"013319662_v1_0185","Bay of Biscay","urn-3:FHCL:9695959","013319662",185,
44717674,"013319662_v1_0186","English Channel","urn-3:FHCL:9695960","013319662",186,
44717677,"013319662_v1_0189","Northeastern England","urn-3:FHCL:9695963","013319662",189,
44717680,"013319662_v1_0192","Northern Scandinavia","urn-3:FHCL:9695966","013319662",192,
44717681,"013319662_v1_0193","Southern Norway","urn-3:FHCL:9695967","013319662",193,
44717828,"013319662_v1_0132","Atlantic Ocean","urn-3:FHCL:9695771","013319662",132,
44717829,"013319662_v1_0137","Central America","urn-3:FHCL:9695772","013319662",137,
44717830,"013319662_v1_0146","Southern South America","urn-3:FHCL:9695773","013319662",146,
44717831,"013319662_v1_0156","Southern Africa","urn-3:FHCL:9695774","013319662",156,
44717832,"013319662_v1_0161","Southeast Asia","urn-3:FHCL:9695775","013319662",161,
44717833,"013319662_v1_0176","Japan","urn-3:FHCL:9695776","013319662",176,
